organ,as_label,ct_label,gene_symbol,as,ct,gene
Large Intestine,caecum,lymphocyte of large intestine lamina propria,B3GAT1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/921
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1639
Large Intestine,caecum,capillary endothelial cell,CD34,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1662
Large Intestine,caecum,capillary endothelial cell,CD36,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/1663
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1673
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1676
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1685
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1695
Large Intestine,caecum,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000796,http://identifiers.org/hgnc/1706
Large Intestine,caecum,capillary endothelial cell,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0002144,http://identifiers.org/hgnc/8823
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1639
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1673
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1676
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1685
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1695
Large Intestine,caecum,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000915,http://identifiers.org/hgnc/1706
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1639
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1673
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1676
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1685
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1695
Large Intestine,caecum,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CD8A,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000802,http://identifiers.org/hgnc/1706
Large Intestine,caecum,myofibroblast cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
Large Intestine,caecum,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1639
Large Intestine,caecum,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1673
Large Intestine,caecum,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1676
Large Intestine,caecum,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/1685
Large Intestine,caecum,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",B3GAT1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000935,http://identifiers.org/hgnc/921
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1639
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1673
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1676
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD4,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1678
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1685
Large Intestine,caecum,"CD4-positive, alpha-beta intraepithelial T cell",CD7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000793,http://identifiers.org/hgnc/1695
Large Intestine,caecum,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,caecum,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
Large Intestine,caecum,Schwann cell,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7656
Large Intestine,caecum,lymphocyte of large intestine lamina propria,CD3D,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1673
Large Intestine,caecum,lymphocyte of large intestine lamina propria,CD3W,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1676
Large Intestine,caecum,lymphocyte of large intestine lamina propria,CD5,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
Large Intestine,caecum,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,caecum,lymphocyte of large intestine lamina propria,CD7,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1695
Large Intestine,caecum,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,caecum,lymphocyte of large intestine lamina propria,CD8A,http://purl.obolibrary.org/obo/UBERON_0001153,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1706
Large Intestine,vermiform appendix,Schwann cell,BID,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/1050
Large Intestine,vermiform appendix,smooth muscle cell of large intestine,SMTN,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000279,http://identifiers.org/hgnc/11126
Large Intestine,vermiform appendix,Schwann cell,BST2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/1119
Large Intestine,vermiform appendix,Schwann cell,UCHL1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/12513
Large Intestine,vermiform appendix,smooth muscle cell of large intestine,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000279,http://identifiers.org/hgnc/130
Large Intestine,vermiform appendix,interstitial cell of Cajal,CD34,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/1662
Large Intestine,vermiform appendix,endothelial cell of arteriole,CD34,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1662
Large Intestine,vermiform appendix,endothelial cell of venule,CD34,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1662
Large Intestine,vermiform appendix,endothelial cell of arteriole,CD36,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/1663
Large Intestine,vermiform appendix,endothelial cell of venule,CD36,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/1663
Large Intestine,vermiform appendix,fibroblast,COL6A1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2211
Large Intestine,vermiform appendix,fibroblast,COL6A2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000057,http://identifiers.org/hgnc/2212
Large Intestine,vermiform appendix,endothelial cell of lymphatic vessel,PDPN,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/29602
Large Intestine,vermiform appendix,interstitial cell of Cajal,KIT,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002088,http://identifiers.org/hgnc/6342
Large Intestine,vermiform appendix,ganglion,MAP2,http://purl.obolibrary.org/obo/UBERON_0001154,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/6839
Large Intestine,vermiform appendix,endothelial cell of lymphatic vessel,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002138,http://identifiers.org/hgnc/8823
Large Intestine,vermiform appendix,endothelial cell of arteriole,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000412,http://identifiers.org/hgnc/8823
Large Intestine,vermiform appendix,endothelial cell of venule,PECAM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_1000414,http://identifiers.org/hgnc/8823
Large Intestine,vermiform appendix,ganglion,PRPH,http://purl.obolibrary.org/obo/UBERON_0001154,https://purl.org/ccf/ASCTB-TEMP_ganglion,http://identifiers.org/hgnc/9461
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD19,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1633
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD79A,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1698
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CR2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/2336
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,MS4A1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/7315
Large Intestine,vermiform appendix,pericyte,PDGFRB,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000669,http://identifiers.org/hgnc/8804
Large Intestine,vermiform appendix,neuroendocrine cell,SYP,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/11506
Large Intestine,vermiform appendix,myofibroblast cell,ACTA2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000186,http://identifiers.org/hgnc/130
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1639
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD3D,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1673
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD3W,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1676
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD4,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1678
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD5,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1685
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD7,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1695
Large Intestine,vermiform appendix,neuroendocrine cell,CHGA,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/1929
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,IL2RA,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6008
Large Intestine,vermiform appendix,neuroendocrine cell,INSM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000165,http://identifiers.org/hgnc/6090
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,FOXP3,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6106
Large Intestine,vermiform appendix,Schwann cell,NCAM1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0002573,http://identifiers.org/hgnc/7656
Large Intestine,vermiform appendix,mast cell,SLC16A1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10922
Large Intestine,vermiform appendix,macrophage,CD163,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1631
Large Intestine,vermiform appendix,macrophage,CD68,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1693
Large Intestine,vermiform appendix,macrophage,CD74,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/1697
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,CD8A,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/1706
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,KLRK1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/18788
Large Intestine,vermiform appendix,mature neutrophil,FCGR3A,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/3619
Large Intestine,vermiform appendix,mature neutrophil,FUT4,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000096,http://identifiers.org/hgnc/4015
Large Intestine,vermiform appendix,mature eosinophil,PTGDR2,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/4502
Large Intestine,vermiform appendix,macrophage,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/6149
Large Intestine,vermiform appendix,mature eosinophil,ITGAM,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000041,http://identifiers.org/hgnc/6149
Large Intestine,vermiform appendix,lymphocyte of large intestine lamina propria,ITGAX,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0009018,http://identifiers.org/hgnc/6152
Large Intestine,vermiform appendix,mast cell,KIT,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/6342
Large Intestine,vermiform appendix,macrophage,MRC1,http://purl.obolibrary.org/obo/UBERON_0001154,http://purl.obolibrary.org/obo/CL_0000235,http://identifiers.org/hgnc/7228
